Node 1,Node 2,edge
d,d,0.0
d,0,0.0
d,0,10000.0
d,1,10000.0
d,2,10000.0
d,3,10000.0
d,4,10000.0
d,5,10000.0
d,6,10000.0
d,7,10000.0
d,8,10000.0
d,9,10000.0
d,10,10000.0
d,11,10000.0
d,12,10000.0
d,13,10000.0
d,14,10000.0
d,15,10000.0
d,16,10000.0
d,17,10000.0
d,18,10000.0
d,19,10000.0
d,20,10000.0
d,21,10000.0
d,22,10000.0
d,23,10000.0
d,24,10000.0
d,25,10000.0
d,26,10000.0
d,27,10000.0
d,28,10000.0
d,29,10000.0
d,30,10000.0
d,31,10000.0
d,32,10000.0
d,33,10000.0
d,34,10000.0
d,35,10000.0
d,36,10000.0
d,37,10000.0
d,38,10000.0
d,39,10000.0
d,40,10000.0
d,41,10000.0
d,42,10000.0
d,43,10000.0
d,44,10000.0
d,45,10000.0
d,46,10000.0
d,47,10000.0
d,48,10000.0
d,49,10000.0
0,d,0.0
0,0,10000.0
0,1,1.0
0,2,10000.0
0,3,10000.0
0,4,10000.0
0,5,10000.0
0,6,100.0
0,7,10000.0
0,8,10000.0
0,9,10000.0
0,10,10000.0
0,11,10000.0
0,12,10000.0
0,13,10000.0
0,14,10000.0
0,15,10000.0
0,16,10000.0
0,17,10000.0
0,18,10000.0
0,19,10000.0
0,20,10000.0
0,21,10000.0
0,22,10000.0
0,23,10000.0
0,24,10000.0
0,25,10000.0
0,26,10000.0
0,27,10000.0
0,28,10000.0
0,29,10000.0
0,30,10000.0
0,31,10000.0
0,32,10000.0
0,33,10000.0
0,34,10000.0
0,35,10000.0
0,36,10000.0
0,37,10000.0
0,38,10000.0
0,39,10000.0
0,40,10000.0
0,41,10000.0
0,42,10000.0
0,43,10000.0
0,44,10000.0
0,45,10000.0
0,46,10000.0
0,47,10000.0
0,48,10000.0
0,49,10000.0
1,d,0.0
1,0,10000.0
1,1,10000.0
1,2,1.0
1,3,10000.0
1,4,10000.0
1,5,10000.0
1,6,10000.0
1,7,100.0
1,8,10000.0
1,9,10000.0
1,10,10000.0
1,11,10000.0
1,12,10000.0
1,13,10000.0
1,14,10000.0
1,15,10000.0
1,16,10000.0
1,17,10000.0
1,18,10000.0
1,19,10000.0
1,20,10000.0
1,21,10000.0
1,22,10000.0
1,23,10000.0
1,24,10000.0
1,25,10000.0
1,26,10000.0
1,27,10000.0
1,28,10000.0
1,29,10000.0
1,30,10000.0
1,31,10000.0
1,32,10000.0
1,33,10000.0
1,34,10000.0
1,35,10000.0
1,36,10000.0
1,37,10000.0
1,38,10000.0
1,39,10000.0
1,40,10000.0
1,41,10000.0
1,42,10000.0
1,43,10000.0
1,44,10000.0
1,45,10000.0
1,46,10000.0
1,47,10000.0
1,48,10000.0
1,49,10000.0
2,d,0.0
2,0,10000.0
2,1,10000.0
2,2,10000.0
2,3,1.0
2,4,10000.0
2,5,10000.0
2,6,10000.0
2,7,10000.0
2,8,100.0
2,9,10000.0
2,10,10000.0
2,11,10000.0
2,12,10000.0
2,13,10000.0
2,14,10000.0
2,15,10000.0
2,16,10000.0
2,17,10000.0
2,18,10000.0
2,19,10000.0
2,20,10000.0
2,21,10000.0
2,22,10000.0
2,23,10000.0
2,24,10000.0
2,25,10000.0
2,26,10000.0
2,27,10000.0
2,28,10000.0
2,29,10000.0
2,30,10000.0
2,31,10000.0
2,32,10000.0
2,33,10000.0
2,34,10000.0
2,35,10000.0
2,36,10000.0
2,37,10000.0
2,38,10000.0
2,39,10000.0
2,40,10000.0
2,41,10000.0
2,42,10000.0
2,43,10000.0
2,44,10000.0
2,45,10000.0
2,46,10000.0
2,47,10000.0
2,48,10000.0
2,49,10000.0
3,d,0.0
3,0,10000.0
3,1,10000.0
3,2,10000.0
3,3,10000.0
3,4,10000.0
3,5,10000.0
3,6,10000.0
3,7,10000.0
3,8,10000.0
3,9,10000.0
3,10,10000.0
3,11,10000.0
3,12,10000.0
3,13,10000.0
3,14,10000.0
3,15,10000.0
3,16,10000.0
3,17,10000.0
3,18,10000.0
3,19,10000.0
3,20,10000.0
3,21,10000.0
3,22,10000.0
3,23,10000.0
3,24,10000.0
3,25,10000.0
3,26,10000.0
3,27,10000.0
3,28,10000.0
3,29,10000.0
3,30,10000.0
3,31,10000.0
3,32,10000.0
3,33,10000.0
3,34,10000.0
3,35,10000.0
3,36,10000.0
3,37,10000.0
3,38,10000.0
3,39,10000.0
3,40,10000.0
3,41,10000.0
3,42,10000.0
3,43,10000.0
3,44,10000.0
3,45,10000.0
3,46,10000.0
3,47,10000.0
3,48,10000.0
3,49,10000.0
4,d,0.0
4,0,10000.0
4,1,10000.0
4,2,10000.0
4,3,10000.0
4,4,10000.0
4,5,1.0
4,6,10000.0
4,7,10000.0
4,8,10000.0
4,9,10000.0
4,10,100.0
4,11,10000.0
4,12,10000.0
4,13,10000.0
4,14,10000.0
4,15,10000.0
4,16,10000.0
4,17,10000.0
4,18,10000.0
4,19,10000.0
4,20,10000.0
4,21,10000.0
4,22,10000.0
4,23,10000.0
4,24,10000.0
4,25,10000.0
4,26,10000.0
4,27,10000.0
4,28,10000.0
4,29,10000.0
4,30,10000.0
4,31,10000.0
4,32,10000.0
4,33,10000.0
4,34,10000.0
4,35,10000.0
4,36,10000.0
4,37,10000.0
4,38,10000.0
4,39,10000.0
4,40,10000.0
4,41,10000.0
4,42,10000.0
4,43,10000.0
4,44,10000.0
4,45,10000.0
4,46,10000.0
4,47,10000.0
4,48,10000.0
4,49,10000.0
5,d,0.0
5,0,10000.0
5,1,10000.0
5,2,10000.0
5,3,10000.0
5,4,10000.0
5,5,10000.0
5,6,1.0
5,7,10000.0
5,8,10000.0
5,9,10000.0
5,10,10000.0
5,11,10000.0
5,12,10000.0
5,13,10000.0
5,14,10000.0
5,15,10000.0
5,16,10000.0
5,17,10000.0
5,18,10000.0
5,19,10000.0
5,20,10000.0
5,21,10000.0
5,22,10000.0
5,23,10000.0
5,24,10000.0
5,25,10000.0
5,26,10000.0
5,27,10000.0
5,28,10000.0
5,29,10000.0
5,30,10000.0
5,31,10000.0
5,32,10000.0
5,33,10000.0
5,34,10000.0
5,35,10000.0
5,36,10000.0
5,37,10000.0
5,38,10000.0
5,39,10000.0
5,40,10000.0
5,41,10000.0
5,42,10000.0
5,43,10000.0
5,44,10000.0
5,45,10000.0
5,46,10000.0
5,47,10000.0
5,48,10000.0
5,49,10000.0
6,d,0.0
6,0,10000.0
6,1,10000.0
6,2,10000.0
6,3,10000.0
6,4,10000.0
6,5,10000.0
6,6,10000.0
6,7,1.0
6,8,10000.0
6,9,10000.0
6,10,10000.0
6,11,10000.0
6,12,10000.0
6,13,10000.0
6,14,10000.0
6,15,10000.0
6,16,10000.0
6,17,10000.0
6,18,10000.0
6,19,10000.0
6,20,10000.0
6,21,10000.0
6,22,10000.0
6,23,10000.0
6,24,10000.0
6,25,10000.0
6,26,10000.0
6,27,10000.0
6,28,10000.0
6,29,10000.0
6,30,10000.0
6,31,10000.0
6,32,10000.0
6,33,10000.0
6,34,10000.0
6,35,10000.0
6,36,10000.0
6,37,10000.0
6,38,10000.0
6,39,10000.0
6,40,10000.0
6,41,10000.0
6,42,10000.0
6,43,10000.0
6,44,10000.0
6,45,10000.0
6,46,10000.0
6,47,10000.0
6,48,10000.0
6,49,10000.0
7,d,0.0
7,0,10000.0
7,1,10000.0
7,2,10000.0
7,3,10000.0
7,4,10000.0
7,5,10000.0
7,6,10000.0
7,7,10000.0
7,8,100.0
7,9,10000.0
7,10,10000.0
7,11,10000.0
7,12,10000.0
7,13,100.0
7,14,10000.0
7,15,10000.0
7,16,10000.0
7,17,10000.0
7,18,10000.0
7,19,10000.0
7,20,10000.0
7,21,10000.0
7,22,10000.0
7,23,10000.0
7,24,10000.0
7,25,10000.0
7,26,10000.0
7,27,10000.0
7,28,10000.0
7,29,10000.0
7,30,10000.0
7,31,10000.0
7,32,10000.0
7,33,10000.0
7,34,10000.0
7,35,10000.0
7,36,10000.0
7,37,10000.0
7,38,10000.0
7,39,10000.0
7,40,10000.0
7,41,10000.0
7,42,10000.0
7,43,10000.0
7,44,10000.0
7,45,10000.0
7,46,10000.0
7,47,10000.0
7,48,10000.0
7,49,10000.0
8,d,0.0
8,0,10000.0
8,1,10000.0
8,2,10000.0
8,3,10000.0
8,4,10000.0
8,5,10000.0
8,6,10000.0
8,7,10000.0
8,8,10000.0
8,9,10000.0
8,10,10000.0
8,11,10000.0
8,12,10000.0
8,13,10000.0
8,14,100.0
8,15,10000.0
8,16,10000.0
8,17,10000.0
8,18,10000.0
8,19,10000.0
8,20,10000.0
8,21,10000.0
8,22,10000.0
8,23,10000.0
8,24,10000.0
8,25,10000.0
8,26,10000.0
8,27,10000.0
8,28,10000.0
8,29,10000.0
8,30,10000.0
8,31,10000.0
8,32,10000.0
8,33,10000.0
8,34,10000.0
8,35,10000.0
8,36,10000.0
8,37,10000.0
8,38,10000.0
8,39,10000.0
8,40,10000.0
8,41,10000.0
8,42,10000.0
8,43,10000.0
8,44,10000.0
8,45,10000.0
8,46,10000.0
8,47,10000.0
8,48,10000.0
8,49,10000.0
9,d,0.0
9,0,10000.0
9,1,10000.0
9,2,10000.0
9,3,10000.0
9,4,10000.0
9,5,10000.0
9,6,10000.0
9,7,10000.0
9,8,10000.0
9,9,10000.0
9,10,1.0
9,11,10000.0
9,12,10000.0
9,13,10000.0
9,14,10000.0
9,15,10000.0
9,16,10000.0
9,17,100.0
9,18,10000.0
9,19,10000.0
9,20,10000.0
9,21,10000.0
9,22,10000.0
9,23,10000.0
9,24,10000.0
9,25,10000.0
9,26,10000.0
9,27,10000.0
9,28,10000.0
9,29,10000.0
9,30,10000.0
9,31,10000.0
9,32,10000.0
9,33,10000.0
9,34,10000.0
9,35,10000.0
9,36,10000.0
9,37,10000.0
9,38,10000.0
9,39,10000.0
9,40,10000.0
9,41,10000.0
9,42,10000.0
9,43,10000.0
9,44,10000.0
9,45,10000.0
9,46,10000.0
9,47,10000.0
9,48,10000.0
9,49,10000.0
10,d,0.0
10,0,10000.0
10,1,10000.0
10,2,10000.0
10,3,10000.0
10,4,10000.0
10,5,10000.0
10,6,10000.0
10,7,10000.0
10,8,10000.0
10,9,10000.0
10,10,10000.0
10,11,1.0
10,12,10000.0
10,13,10000.0
10,14,10000.0
10,15,10000.0
10,16,10000.0
10,17,10000.0
10,18,10000.0
10,19,10000.0
10,20,10000.0
10,21,10000.0
10,22,10000.0
10,23,10000.0
10,24,10000.0
10,25,10000.0
10,26,10000.0
10,27,10000.0
10,28,10000.0
10,29,10000.0
10,30,10000.0
10,31,10000.0
10,32,10000.0
10,33,10000.0
10,34,10000.0
10,35,10000.0
10,36,10000.0
10,37,10000.0
10,38,10000.0
10,39,10000.0
10,40,10000.0
10,41,10000.0
10,42,10000.0
10,43,10000.0
10,44,10000.0
10,45,10000.0
10,46,10000.0
10,47,10000.0
10,48,10000.0
10,49,10000.0
11,d,0.0
11,0,10000.0
11,1,10000.0
11,2,10000.0
11,3,10000.0
11,4,10000.0
11,5,10000.0
11,6,10000.0
11,7,10000.0
11,8,10000.0
11,9,10000.0
11,10,10000.0
11,11,10000.0
11,12,1.0
11,13,10000.0
11,14,10000.0
11,15,10000.0
11,16,10000.0
11,17,10000.0
11,18,10000.0
11,19,10000.0
11,20,10000.0
11,21,10000.0
11,22,10000.0
11,23,10000.0
11,24,10000.0
11,25,10000.0
11,26,10000.0
11,27,10000.0
11,28,10000.0
11,29,10000.0
11,30,10000.0
11,31,10000.0
11,32,10000.0
11,33,10000.0
11,34,10000.0
11,35,10000.0
11,36,10000.0
11,37,10000.0
11,38,10000.0
11,39,10000.0
11,40,10000.0
11,41,10000.0
11,42,10000.0
11,43,10000.0
11,44,10000.0
11,45,10000.0
11,46,10000.0
11,47,10000.0
11,48,10000.0
11,49,10000.0
12,d,0.0
12,0,10000.0
12,1,10000.0
12,2,10000.0
12,3,10000.0
12,4,10000.0
12,5,10000.0
12,6,10000.0
12,7,10000.0
12,8,10000.0
12,9,10000.0
12,10,10000.0
12,11,10000.0
12,12,10000.0
12,13,1.0
12,14,10000.0
12,15,10000.0
12,16,10000.0
12,17,10000.0
12,18,10000.0
12,19,10000.0
12,20,10000.0
12,21,10000.0
12,22,10000.0
12,23,10000.0
12,24,10000.0
12,25,10000.0
12,26,10000.0
12,27,10000.0
12,28,10000.0
12,29,10000.0
12,30,10000.0
12,31,10000.0
12,32,10000.0
12,33,10000.0
12,34,10000.0
12,35,10000.0
12,36,10000.0
12,37,10000.0
12,38,10000.0
12,39,10000.0
12,40,10000.0
12,41,10000.0
12,42,10000.0
12,43,10000.0
12,44,10000.0
12,45,10000.0
12,46,10000.0
12,47,10000.0
12,48,10000.0
12,49,10000.0
13,d,0.0
13,0,10000.0
13,1,10000.0
13,2,10000.0
13,3,10000.0
13,4,10000.0
13,5,10000.0
13,6,10000.0
13,7,10000.0
13,8,10000.0
13,9,10000.0
13,10,10000.0
13,11,10000.0
13,12,10000.0
13,13,10000.0
13,14,1.0
13,15,10000.0
13,16,10000.0
13,17,10000.0
13,18,10000.0
13,19,10000.0
13,20,10000.0
13,21,10000.0
13,22,10000.0
13,23,10000.0
13,24,10000.0
13,25,10000.0
13,26,10000.0
13,27,10000.0
13,28,10000.0
13,29,10000.0
13,30,10000.0
13,31,10000.0
13,32,10000.0
13,33,10000.0
13,34,10000.0
13,35,10000.0
13,36,10000.0
13,37,10000.0
13,38,10000.0
13,39,10000.0
13,40,10000.0
13,41,10000.0
13,42,10000.0
13,43,10000.0
13,44,10000.0
13,45,10000.0
13,46,10000.0
13,47,10000.0
13,48,10000.0
13,49,10000.0
14,d,0.0
14,0,10000.0
14,1,10000.0
14,2,10000.0
14,3,10000.0
14,4,10000.0
14,5,10000.0
14,6,10000.0
14,7,10000.0
14,8,10000.0
14,9,10000.0
14,10,10000.0
14,11,10000.0
14,12,10000.0
14,13,10000.0
14,14,10000.0
14,15,100.0
14,16,10000.0
14,17,10000.0
14,18,10000.0
14,19,10000.0
14,20,10000.0
14,21,10000.0
14,22,100.0
14,23,10000.0
14,24,10000.0
14,25,10000.0
14,26,10000.0
14,27,10000.0
14,28,10000.0
14,29,10000.0
14,30,10000.0
14,31,10000.0
14,32,10000.0
14,33,10000.0
14,34,10000.0
14,35,10000.0
14,36,10000.0
14,37,10000.0
14,38,10000.0
14,39,10000.0
14,40,10000.0
14,41,10000.0
14,42,10000.0
14,43,10000.0
14,44,10000.0
14,45,10000.0
14,46,10000.0
14,47,10000.0
14,48,10000.0
14,49,10000.0
15,d,0.0
15,0,10000.0
15,1,10000.0
15,2,10000.0
15,3,10000.0
15,4,10000.0
15,5,10000.0
15,6,10000.0
15,7,10000.0
15,8,10000.0
15,9,10000.0
15,10,10000.0
15,11,10000.0
15,12,10000.0
15,13,10000.0
15,14,10000.0
15,15,10000.0
15,16,10000.0
15,17,10000.0
15,18,10000.0
15,19,10000.0
15,20,10000.0
15,21,10000.0
15,22,10000.0
15,23,1.0
15,24,10000.0
15,25,10000.0
15,26,10000.0
15,27,10000.0
15,28,10000.0
15,29,10000.0
15,30,10000.0
15,31,10000.0
15,32,10000.0
15,33,10000.0
15,34,10000.0
15,35,10000.0
15,36,10000.0
15,37,10000.0
15,38,10000.0
15,39,10000.0
15,40,10000.0
15,41,10000.0
15,42,10000.0
15,43,10000.0
15,44,10000.0
15,45,10000.0
15,46,10000.0
15,47,10000.0
15,48,10000.0
15,49,10000.0
16,d,0.0
16,0,10000.0
16,1,10000.0
16,2,10000.0
16,3,10000.0
16,4,10000.0
16,5,10000.0
16,6,10000.0
16,7,10000.0
16,8,10000.0
16,9,10000.0
16,10,10000.0
16,11,10000.0
16,12,10000.0
16,13,10000.0
16,14,10000.0
16,15,10000.0
16,16,10000.0
16,17,1.0
16,18,10000.0
16,19,10000.0
16,20,10000.0
16,21,10000.0
16,22,10000.0
16,23,10000.0
16,24,100.0
16,25,10000.0
16,26,10000.0
16,27,10000.0
16,28,10000.0
16,29,10000.0
16,30,10000.0
16,31,10000.0
16,32,10000.0
16,33,10000.0
16,34,10000.0
16,35,10000.0
16,36,10000.0
16,37,10000.0
16,38,10000.0
16,39,10000.0
16,40,10000.0
16,41,10000.0
16,42,10000.0
16,43,10000.0
16,44,10000.0
16,45,10000.0
16,46,10000.0
16,47,10000.0
16,48,10000.0
16,49,10000.0
17,d,0.0
17,0,10000.0
17,1,10000.0
17,2,10000.0
17,3,10000.0
17,4,10000.0
17,5,10000.0
17,6,10000.0
17,7,10000.0
17,8,10000.0
17,9,10000.0
17,10,10000.0
17,11,10000.0
17,12,10000.0
17,13,10000.0
17,14,10000.0
17,15,10000.0
17,16,10000.0
17,17,10000.0
17,18,1.0
17,19,10000.0
17,20,10000.0
17,21,10000.0
17,22,10000.0
17,23,10000.0
17,24,10000.0
17,25,10000.0
17,26,10000.0
17,27,10000.0
17,28,10000.0
17,29,10000.0
17,30,10000.0
17,31,10000.0
17,32,10000.0
17,33,10000.0
17,34,10000.0
17,35,10000.0
17,36,10000.0
17,37,10000.0
17,38,10000.0
17,39,10000.0
17,40,10000.0
17,41,10000.0
17,42,10000.0
17,43,10000.0
17,44,10000.0
17,45,10000.0
17,46,10000.0
17,47,10000.0
17,48,10000.0
17,49,10000.0
18,d,0.0
18,0,10000.0
18,1,10000.0
18,2,10000.0
18,3,10000.0
18,4,10000.0
18,5,10000.0
18,6,10000.0
18,7,10000.0
18,8,10000.0
18,9,10000.0
18,10,10000.0
18,11,10000.0
18,12,10000.0
18,13,10000.0
18,14,10000.0
18,15,10000.0
18,16,10000.0
18,17,10000.0
18,18,10000.0
18,19,1.0
18,20,10000.0
18,21,10000.0
18,22,10000.0
18,23,10000.0
18,24,10000.0
18,25,10000.0
18,26,10000.0
18,27,10000.0
18,28,10000.0
18,29,10000.0
18,30,10000.0
18,31,10000.0
18,32,10000.0
18,33,10000.0
18,34,10000.0
18,35,10000.0
18,36,10000.0
18,37,10000.0
18,38,10000.0
18,39,10000.0
18,40,10000.0
18,41,10000.0
18,42,10000.0
18,43,10000.0
18,44,10000.0
18,45,10000.0
18,46,10000.0
18,47,10000.0
18,48,10000.0
18,49,10000.0
19,d,0.0
19,0,10000.0
19,1,10000.0
19,2,10000.0
19,3,10000.0
19,4,10000.0
19,5,10000.0
19,6,10000.0
19,7,10000.0
19,8,10000.0
19,9,10000.0
19,10,10000.0
19,11,10000.0
19,12,10000.0
19,13,10000.0
19,14,10000.0
19,15,10000.0
19,16,10000.0
19,17,10000.0
19,18,10000.0
19,19,10000.0
19,20,1.0
19,21,10000.0
19,22,10000.0
19,23,10000.0
19,24,10000.0
19,25,10000.0
19,26,10000.0
19,27,10000.0
19,28,10000.0
19,29,10000.0
19,30,10000.0
19,31,10000.0
19,32,10000.0
19,33,10000.0
19,34,10000.0
19,35,10000.0
19,36,10000.0
19,37,10000.0
19,38,10000.0
19,39,10000.0
19,40,10000.0
19,41,10000.0
19,42,10000.0
19,43,10000.0
19,44,10000.0
19,45,10000.0
19,46,10000.0
19,47,10000.0
19,48,10000.0
19,49,10000.0
20,d,0.0
20,0,10000.0
20,1,10000.0
20,2,10000.0
20,3,10000.0
20,4,10000.0
20,5,10000.0
20,6,10000.0
20,7,10000.0
20,8,10000.0
20,9,10000.0
20,10,10000.0
20,11,10000.0
20,12,10000.0
20,13,10000.0
20,14,10000.0
20,15,10000.0
20,16,10000.0
20,17,10000.0
20,18,10000.0
20,19,10000.0
20,20,10000.0
20,21,1.0
20,22,10000.0
20,23,10000.0
20,24,10000.0
20,25,10000.0
20,26,10000.0
20,27,10000.0
20,28,10000.0
20,29,10000.0
20,30,10000.0
20,31,10000.0
20,32,10000.0
20,33,10000.0
20,34,10000.0
20,35,10000.0
20,36,10000.0
20,37,10000.0
20,38,10000.0
20,39,10000.0
20,40,10000.0
20,41,10000.0
20,42,10000.0
20,43,10000.0
20,44,10000.0
20,45,10000.0
20,46,10000.0
20,47,10000.0
20,48,10000.0
20,49,10000.0
21,d,0.0
21,0,10000.0
21,1,10000.0
21,2,10000.0
21,3,10000.0
21,4,10000.0
21,5,10000.0
21,6,10000.0
21,7,10000.0
21,8,10000.0
21,9,10000.0
21,10,10000.0
21,11,10000.0
21,12,10000.0
21,13,10000.0
21,14,10000.0
21,15,10000.0
21,16,10000.0
21,17,10000.0
21,18,10000.0
21,19,10000.0
21,20,10000.0
21,21,10000.0
21,22,1.0
21,23,10000.0
21,24,10000.0
21,25,10000.0
21,26,10000.0
21,27,10000.0
21,28,10000.0
21,29,10000.0
21,30,10000.0
21,31,10000.0
21,32,10000.0
21,33,10000.0
21,34,10000.0
21,35,10000.0
21,36,10000.0
21,37,10000.0
21,38,10000.0
21,39,10000.0
21,40,10000.0
21,41,10000.0
21,42,10000.0
21,43,10000.0
21,44,10000.0
21,45,10000.0
21,46,10000.0
21,47,10000.0
21,48,10000.0
21,49,10000.0
22,d,0.0
22,0,10000.0
22,1,10000.0
22,2,10000.0
22,3,10000.0
22,4,10000.0
22,5,10000.0
22,6,10000.0
22,7,10000.0
22,8,10000.0
22,9,10000.0
22,10,10000.0
22,11,10000.0
22,12,10000.0
22,13,10000.0
22,14,10000.0
22,15,10000.0
22,16,10000.0
22,17,10000.0
22,18,10000.0
22,19,10000.0
22,20,10000.0
22,21,10000.0
22,22,10000.0
22,23,100.0
22,24,10000.0
22,25,10000.0
22,26,10000.0
22,27,10000.0
22,28,10000.0
22,29,10000.0
22,30,100.0
22,31,10000.0
22,32,10000.0
22,33,10000.0
22,34,10000.0
22,35,10000.0
22,36,10000.0
22,37,10000.0
22,38,10000.0
22,39,10000.0
22,40,10000.0
22,41,10000.0
22,42,10000.0
22,43,10000.0
22,44,10000.0
22,45,10000.0
22,46,10000.0
22,47,10000.0
22,48,10000.0
22,49,10000.0
23,d,0.0
23,0,10000.0
23,1,10000.0
23,2,10000.0
23,3,10000.0
23,4,10000.0
23,5,10000.0
23,6,10000.0
23,7,10000.0
23,8,10000.0
23,9,10000.0
23,10,10000.0
23,11,10000.0
23,12,10000.0
23,13,10000.0
23,14,10000.0
23,15,10000.0
23,16,10000.0
23,17,10000.0
23,18,10000.0
23,19,10000.0
23,20,10000.0
23,21,10000.0
23,22,10000.0
23,23,10000.0
23,24,10000.0
23,25,10000.0
23,26,10000.0
23,27,10000.0
23,28,10000.0
23,29,10000.0
23,30,10000.0
23,31,100.0
23,32,10000.0
23,33,10000.0
23,34,10000.0
23,35,10000.0
23,36,10000.0
23,37,10000.0
23,38,10000.0
23,39,10000.0
23,40,10000.0
23,41,10000.0
23,42,10000.0
23,43,10000.0
23,44,10000.0
23,45,10000.0
23,46,10000.0
23,47,10000.0
23,48,10000.0
23,49,10000.0
24,d,0.0
24,0,10000.0
24,1,10000.0
24,2,10000.0
24,3,10000.0
24,4,10000.0
24,5,10000.0
24,6,10000.0
24,7,10000.0
24,8,10000.0
24,9,10000.0
24,10,10000.0
24,11,10000.0
24,12,10000.0
24,13,10000.0
24,14,10000.0
24,15,10000.0
24,16,10000.0
24,17,10000.0
24,18,10000.0
24,19,10000.0
24,20,10000.0
24,21,10000.0
24,22,10000.0
24,23,10000.0
24,24,10000.0
24,25,1.0
24,26,10000.0
24,27,10000.0
24,28,10000.0
24,29,10000.0
24,30,10000.0
24,31,10000.0
24,32,100.0
24,33,10000.0
24,34,10000.0
24,35,10000.0
24,36,10000.0
24,37,10000.0
24,38,10000.0
24,39,10000.0
24,40,10000.0
24,41,10000.0
24,42,10000.0
24,43,10000.0
